iter	RMSE
698	44850.18715
699	44842.41775
700	44832.85763
701	44827.8301
702	44819.09411
703	44813.17068
704	44803.19241
705	44795.11949
706	44787.08433
707	44780.793
708	44770.72341
709	44764.40068
710	44757.22108
711	44749.18353
712	44742.65911
713	44734.24799
714	44726.85715
715	44720.45823
716	44710.24454
717	44704.65896
718	44692.46831
719	44682.49073
720	44672.87392
721	44667.95948
722	44662.49791
723	44656.1387
724	44648.54383
725	44640.2743
726	44634.72278
727	44629.37965
728	44620.03641
729	44615.78417
730	44612.24284
731	44608.93767
732	44602.32655
733	44596.97256
734	44591.39669
735	44584.24667
736	44578.29558
737	44571.13907
738	44564.14807
739	44556.04154
740	44550.09706
741	44542.14325
742	44536.53102
743	44529.02526
744	44521.54583
745	44515.49866
746	44506.74821
747	44503.0434
748	44497.0556
749	44487.74939
750	44480.19102
751	44474.26212
752	44466.20342
753	44459.20127
754	44453.05156
755	44446.16581
756	44438.24134
757	44427.53718
758	44419.78303
759	44412.57209
760	44405.20143
761	44398.88173
762	44394.1726
763	44389.43546
764	44382.90398
765	44376.47576
766	44367.77917
767	44362.53858
768	44354.64723
769	44348.01889
770	44344.02974
771	44337.03318
772	44324.06495
773	44317.61131
774	44310.23863
775	44305.01166
776	44299.24937
777	44292.92379
778	44288.98999
779	44279.23526
780	44270.43389
781	44258.1073
782	44248.85278
783	44239.37334
784	44234.04199
785	44224.98385
786	44219.61252
787	44211.31531
788	44205.11692
789	44192.70576
790	44184.87501
791	44172.13629
792	44165.98242
793	44157.89557
794	44154.70587
795	44145.98836
796	44135.91045
797	44129.78014
798	44121.39648
799	44115.50441
800	44107.38771
801	44100.4644
802	44093.05086
803	44086.43927
804	44082.25292
805	44077.65296
806	44067.41921
807	44060.1688
808	44053.97292
809	44048.48897
810	44041.47202
811	44035.63231
812	44028.90488
813	44023.00708
814	44016.53154
815	44010.46873
816	44002.64803
817	43998.94695
818	43994.48148
819	43988.35129
820	43980.50065
821	43973.71789
822	43968.99613
823	43961.25783
824	43949.74451
825	43943.48906
826	43934.44376
827	43926.93391
828	43920.28385
829	43916.79586
830	43913.41728
831	43905.93183
832	43899.85671
833	43890.05333
834	43882.28481
835	43878.23966
836	43867.66765
837	43861.90111
838	43857.9661
839	43855.15141
840	43849.93961
841	43841.95944
842	43836.79653
843	43830.97032
844	43822.90064
845	43815.52923
846	43811.7682
847	43804.3784
848	43796.80916
849	43788.15147
850	43777.85003
851	43766.89225
852	43760.86275
853	43751.67219
854	43746.09839
855	43741.15047
856	43736.69347
857	43728.31861
858	43720.99632
859	43714.53393
860	43709.31504
861	43701.35245
862	43694.14415
863	43687.16688
864	43683.11166
865	43678.00379
866	43672.55027
867	43665.85726
868	43660.5286
869	43653.08074
870	43647.03039
871	43638.03431
872	43629.32575
873	43622.44374
874	43617.69209
875	43610.32156
876	43601.78241
877	43594.88302
878	43587.74105
879	43578.57742
880	43572.89254
881	43567.6951
882	43563.09925
883	43557.19349
884	43548.51866
885	43542.81282
886	43535.8152
887	43526.65553
888	43518.20978
889	43514.20363
890	43508.38931
891	43502.65195
892	43492.16262
893	43486.17248
894	43480.00409
895	43472.53199
896	43464.5334
897	43456.52094
898	43446.81541
899	43439.64812
900	43430.02227
901	43424.00236
902	43415.46038
903	43412.29094
904	43404.0028
905	43400.19201
906	43392.91499
907	43385.79955
908	43376.92537
909	43370.6243
910	43363.74103
911	43356.64145
912	43351.7786
913	43344.68791
914	43335.95872
915	43330.41749
916	43319.3156
917	43313.14442
918	43307.87329
919	43301.11403
920	43291.86776
921	43284.75764
922	43278.12053
923	43269.5689
924	43263.78936
925	43255.68757
926	43250.92582
927	43242.9153
928	43233.93666
929	43228.69233
930	43223.53953
931	43215.69446
932	43208.46364
933	43201.32357
934	43192.7011
935	43187.1419
936	43182.16215
937	43174.98863
938	43169.50431
939	43163.05561
940	43158.21894
941	43152.77058
942	43144.8781
943	43139.53002
944	43135.29814
945	43131.31881
946	43125.04189
947	43119.02029
948	43115.29069
949	43108.71594
950	43101.38961
951	43096.36871
952	43088.88544
953	43080.75974
954	43069.77934
955	43066.00772
956	43059.82731
957	43050.97773
958	43048.07218
959	43043.24548
960	43037.57052
961	43028.86479
962	43022.3753
963	43014.63701
964	43005.74335
965	42997.9069
966	42992.46248
967	42987.11165
968	42978.45579
969	42972.80829
970	42964.31787
971	42958.71423
972	42953.4483
973	42947.28039
974	42942.88661
975	42937.16359
976	42932.04212
977	42927.7752
978	42920.77131
979	42910.24157
980	42904.26645
981	42898.40457
982	42890.626
983	42887.34704
984	42881.25301
985	42873.9458
986	42868.02597
987	42862.10188
988	42855.8934
989	42850.3727
990	42841.96383
991	42837.33894
992	42832.88896
993	42826.44348
994	42820.7471
995	42813.35141
996	42805.72036
997	42796.65038
998	42791.63107
999	42785.81346
1000	42779.62189
1001	42773.52542
1002	42767.78607
1003	42763.21558
1004	42756.10158
1005	42748.55677
1006	42739.50378
1007	42736.49548
1008	42732.52285
1009	42723.77885
1010	42717.27064
1011	42710.28858
1012	42707.16723
1013	42699.21381
1014	42695.24197
1015	42691.1342
1016	42683.11773
1017	42675.80409
1018	42669.79598
1019	42664.15241
1020	42659.91029
1021	42654.3153
1022	42645.02356
1023	42637.65499
1024	42632.2895
1025	42625.59686
1026	42620.78646
1027	42612.12941
1028	42606.54816
1029	42601.03688
1030	42594.00838
1031	42589.34147
1032	42583.13955
1033	42577.72512
1034	42572.34088
1035	42567.75478
1036	42563.29235
1037	42558.31696
1038	42549.13493
1039	42539.00972
1040	42533.60766
1041	42529.82426
1042	42521.65552
1043	42515.14895
1044	42509.44826
1045	42503.5219
1046	42499.54276
1047	42493.69387
1048	42485.60347
1049	42477.91972
1050	42472.31091
1051	42463.8985
1052	42452.70202
1053	42446.26935
1054	42438.92329
1055	42433.06389
1056	42425.65197
1057	42419.4086
1058	42412.88488
1059	42407.36745
1060	42400.95227
1061	42395.17576
1062	42388.03368
1063	42383.26007
1064	42378.4351
1065	42373.17538
1066	42367.0211
1067	42360.02228
1068	42354.79219
1069	42350.36838
1070	42345.87527
1071	42340.6183
1072	42338.12913
1073	42332.76982
1074	42322.35709
1075	42315.53019
1076	42311.06588
1077	42306.81356
1078	42303.02459
1079	42297.41296
1080	42293.96629
1081	42287.90372
1082	42283.50353
1083	42276.79365
1084	42269.82731
1085	42264.92818
1086	42259.00245
1087	42252.76768
1088	42246.19248
1089	42242.02443
1090	42234.36206
1091	42229.61272
1092	42222.4115
1093	42216.28534
1094	42208.06866
1095	42203.02745
1096	42197.78668
1097	42190.32302
1098	42184.8276
1099	42178.60266
1100	42173.15209
1101	42167.0309
1102	42161.8077
1103	42151.88298
1104	42149.19988
1105	42143.77067
1106	42136.68516
1107	42127.21891
1108	42119.78369
1109	42113.9076
1110	42109.87871
1111	42106.45808
1112	42101.47858
1113	42098.05704
1114	42090.92371
1115	42084.67269
1116	42079.70495
1117	42073.32227
1118	42064.28847
1119	42059.78556
1120	42050.85187
1121	42044.35396
1122	42036.28821
1123	42032.81349
1124	42029.06305
1125	42022.83423
1126	42014.36826
1127	42008.35986
1128	42002.86206
1129	41997.5945
1130	41993.24803
1131	41990.17097
1132	41983.07036
1133	41978.49315
1134	41968.9412
1135	41960.37421
1136	41952.05176
1137	41945.47116
1138	41939.84765
1139	41931.17589
1140	41926.64881
1141	41920.12076
1142	41913.42999
1143	41909.09605
1144	41904.19772
1145	41895.95972
1146	41889.61279
1147	41886.55427
1148	41881.7019
1149	41875.40452
1150	41869.07718
1151	41862.09727
1152	41854.39896
1153	41849.44757
1154	41843.08114
1155	41837.78624
1156	41834.22962
1157	41828.03512
1158	41821.13452
1159	41812.78269
1160	41803.89996
1161	41799.3845
1162	41794.54939
1163	41787.39429
1164	41781.639
1165	41777.3677
1166	41769.53637
1167	41765.37333
1168	41758.37284
1169	41752.97081
1170	41747.46991
1171	41739.59408
1172	41734.2581
1173	41727.20444
1174	41720.13014
1175	41712.59512
1176	41706.63969
1177	41699.91893
1178	41693.39159
1179	41690.12224
1180	41684.11886
1181	41679.20841
1182	41674.3263
1183	41670.10134
1184	41663.78325
1185	41657.23048
1186	41649.5436
1187	41645.56947
1188	41638.6647
1189	41632.98672
1190	41630.31826
1191	41626.70744
1192	41621.85662
1193	41617.56575
1194	41612.24547
1195	41607.6841
1196	41601.43418
1197	41594.53258
1198	41588.27136
1199	41582.19131
1200	41573.75091
1201	41569.11831
1202	41564.33319
1203	41560.37411
1204	41554.50924
1205	41549.28019
1206	41545.35375
1207	41540.66832
1208	41533.67551
1209	41529.21662
1210	41523.60438
1211	41517.95355
1212	41511.60284
1213	41504.56302
1214	41501.88053
1215	41494.27237
1216	41491.08021
1217	41484.93598
1218	41479.89086
1219	41473.0764
1220	41466.95199
1221	41462.12462
1222	41456.85517
1223	41449.31051
1224	41443.33684
1225	41436.78122
1226	41430.20096
1227	41422.97671
1228	41417.33043
1229	41407.32027
1230	41402.37915
1231	41396.61982
1232	41388.54247
1233	41384.31786
1234	41378.85652
1235	41373.64015
1236	41367.08842
1237	41360.59013
1238	41354.60887
1239	41351.55963
1240	41345.14503
1241	41340.67712
1242	41332.3933
1243	41327.27036
1244	41321.6632
1245	41315.24366
1246	41309.54266
1247	41303.18594
1248	41296.13088
1249	41291.68336
1250	41286.98168
1251	41281.37006
1252	41273.44107
1253	41267.71789
1254	41260.72211
1255	41255.11436
1256	41247.8391
1257	41241.68743
1258	41234.65307
1259	41226.20372
1260	41221.38462
1261	41212.94337
1262	41206.92413
1263	41200.81121
1264	41195.30994
1265	41190.39106
1266	41185.42391
1267	41179.31025
1268	41174.2962
1269	41170.09213
1270	41164.48168
1271	41161.61592
1272	41158.24725
1273	41152.82862
1274	41147.95692
1275	41142.24995
1276	41136.8645
1277	41129.59667
1278	41127.45545
1279	41123.63487
1280	41116.62649
1281	41112.36376
1282	41106.05806
1283	41101.56796
1284	41096.06075
1285	41091.95218
1286	41087.77531
1287	41081.69521
1288	41072.06793
1289	41069.35549
1290	41063.48433
1291	41058.86095
1292	41054.10636
1293	41048.44
1294	41043.22896
1295	41038.94371
1296	41033.30973
1297	41028.271
1298	41025.61409
1299	41021.83343
1300	41016.16596
1301	41010.75764
1302	41003.65876
1303	40995.69077
1304	40990.48244
1305	40984.15373
1306	40978.06353
1307	40971.29929
1308	40966.10581
1309	40961.10005
1310	40956.21695
1311	40952.37398
1312	40947.52124
1313	40942.25985
1314	40936.81446
1315	40932.60034
1316	40928.00085
1317	40925.98341
1318	40918.59879
1319	40912.79688
1320	40910.88867
1321	40905.01917
1322	40898.72713
1323	40896.50999
1324	40892.20221
1325	40886.97509
1326	40883.82973
1327	40879.09298
1328	40875.25696
1329	40871.76021
1330	40868.54268
1331	40862.73935
1332	40857.99044
1333	40852.76648
1334	40848.21377
1335	40843.41823
1336	40835.58589
1337	40831.33325
1338	40825.50105
1339	40821.13045
1340	40815.55085
1341	40809.85363
1342	40802.02305
1343	40794.97294
1344	40790.27059
1345	40785.47836
1346	40778.63141
1347	40774.27238
1348	40771.82133
1349	40767.03672
1350	40761.67334
1351	40755.63607
1352	40750.54661
1353	40746.26027
1354	40739.81061
1355	40732.4389
1356	40727.48104
1357	40721.6302
1358	40718.98198
1359	40715.91539
1360	40709.6275
1361	40707.24295
1362	40701.05075
1363	40695.44298
1364	40690.67484
1365	40687.4455
1366	40681.21889
1367	40674.13212
1368	40667.18552
1369	40662.03671
1370	40655.27381
1371	40648.14377
1372	40641.38973
1373	40633.98301
1374	40627.46364
1375	40622.11402
1376	40614.9365
1377	40609.54296
1378	40602.54162
1379	40592.85239
1380	40587.65726
1381	40581.25666
1382	40574.27514
1383	40567.55952
1384	40561.56758
1385	40555.99735
1386	40549.0882
1387	40545.00051
1388	40538.08028
1389	40531.25884
1390	40528.34596
1391	40523.08789
1392	40517.82928
1393	40512.31964
1394	40509.35887
1395	40502.86039
1396	40497.94771
1397	40490.41866
1398	40488.41659
1399	40482.99818
1400	40477.10328
1401	40469.80848
1402	40465.42229
1403	40459.21579
1404	40456.35284
1405	40452.95932
1406	40447.75768
1407	40442.6075
1408	40433.94687
1409	40428.8771
1410	40419.71631
1411	40415.31835
1412	40410.41004
1413	40406.62746
1414	40398.74839
1415	40391.28338
1416	40387.84746
1417	40383.11168
1418	40377.23822
1419	40371.7025
1420	40364.67051
1421	40360.70457
1422	40353.83667
1423	40349.75946
1424	40346.27535
1425	40340.4131
1426	40334.4831
1427	40326.15346
1428	40321.81144
1429	40318.52104
1430	40312.88891
1431	40306.24317
1432	40302.40574
1433	40295.92165
1434	40290.826
1435	40285.47873
1436	40282.96579
1437	40278.0918
1438	40270.67214
1439	40265.43497
1440	40260.30474
1441	40255.0906
1442	40248.89612
1443	40243.27437
1444	40236.56456
1445	40231.27114
1446	40225.59991
1447	40217.94056
1448	40213.78537
1449	40209.19284
1450	40202.16989
1451	40198.59698
1452	40193.60373
1453	40190.24133
1454	40186.55513
1455	40181.84758
1456	40178.20629
1457	40173.54284
1458	40168.25856
1459	40163.17174
1460	40155.9048
1461	40148.96704
1462	40143.58719
1463	40137.3264
1464	40131.43369
1465	40126.1049
1466	40122.00878
1467	40116.21563
1468	40111.06933
1469	40108.63248
1470	40103.53708
1471	40096.8763
1472	40090.90675
1473	40085.12986
1474	40079.525
1475	40075.54548
1476	40069.51923
1477	40060.68695
1478	40056.04023
1479	40053.07105
1480	40045.42007
1481	40041.24106
1482	40036.94673
1483	40031.89446
1484	40026.60481
1485	40021.37123
1486	40014.32027
1487	40007.22585
1488	40002.32052
1489	39996.53044
1490	39993.18245
1491	39988.99506
1492	39981.10582
1493	39977.54054
1494	39970.01115
1495	39964.55192
1496	39958.15273
1497	39956.05936
1498	39949.86926
1499	39945.79047
1500	39940.28655
1501	39935.8697
1502	39930.4417
1503	39924.30423
1504	39918.09925
1505	39909.6783
1506	39903.18127
1507	39898.84968
1508	39893.61906
1509	39887.71478
1510	39884.99371
1511	39877.70034
1512	39872.27062
1513	39865.38985
1514	39860.84557
1515	39856.95144
1516	39853.78704
1517	39850.05474
1518	39844.4025
1519	39841.74912
1520	39837.93944
1521	39835.70144
1522	39832.78532
1523	39828.07402
1524	39825.94917
1525	39819.66871
1526	39814.90545
1527	39810.45931
1528	39806.44371
1529	39802.06387
1530	39797.51686
1531	39791.08327
1532	39784.0525
1533	39778.39546
1534	39773.31333
1535	39769.62195
1536	39765.8227
1537	39760.80309
1538	39753.89575
1539	39750.2877
1540	39745.65382
1541	39739.7199
1542	39736.38234
1543	39731.15574
1544	39726.05973
1545	39720.71161
1546	39717.4275
1547	39713.18373
1548	39709.64068
1549	39705.90225
1550	39702.27272
1551	39697.27679
1552	39694.60747
1553	39690.30473
1554	39686.90221
1555	39682.92123
1556	39678.12056
1557	39672.11968
1558	39669.07515
1559	39663.75854
1560	39659.19641
1561	39652.18505
1562	39646.43011
1563	39642.40377
1564	39640.71125
1565	39634.4721
1566	39628.92323
1567	39625.01391
1568	39620.39895
1569	39615.4607
1570	39610.8549
1571	39606.15342
1572	39602.48893
1573	39599.33704
1574	39591.85929
1575	39587.01997
1576	39581.46533
1577	39576.26534
1578	39573.50592
1579	39569.41236
1580	39562.64534
1581	39558.67586
1582	39553.8065
1583	39549.80941
1584	39544.52059
1585	39537.52651
1586	39532.59122
1587	39525.72175
1588	39521.39157
1589	39519.33801
1590	39514.75056
1591	39511.00314
1592	39506.53816
1593	39500.76542
1594	39497.08665
1595	39492.64826
1596	39489.13347
1597	39481.36184
1598	39479.00396
1599	39472.65444
1600	39468.98283
1601	39461.24041
1602	39454.78298
1603	39449.5768
1604	39444.63187
1605	39442.07841
1606	39437.19453
1607	39433.73285
1608	39430.45465
1609	39424.35022
1610	39418.93078
1611	39413.62512
1612	39409.31532
1613	39405.58878
1614	39403.56329
1615	39401.26806
1616	39397.93445
1617	39391.63555
1618	39384.79775
1619	39378.48903
1620	39374.03705
1621	39371.81018
1622	39365.95617
1623	39359.33219
1624	39351.993
1625	39347.43522
1626	39344.68499
1627	39341.18445
1628	39338.66935
1629	39335.77036
1630	39330.22335
1631	39325.86982
1632	39321.92763
1633	39318.45697
1634	39314.47639
1635	39311.59831
1636	39307.36837
1637	39302.61373
1638	39298.68067
1639	39291.76482
1640	39287.23279
1641	39282.66495
1642	39278.85713
1643	39274.1619
1644	39266.92049
1645	39262.31207
1646	39255.53993
1647	39249.50749
1648	39243.90322
1649	39239.48278
1650	39234.21248
1651	39227.61868
1652	39221.35364
1653	39219.2411
1654	39214.24197
1655	39210.82813
1656	39203.5801
1657	39199.89572
1658	39195.50502
1659	39190.09275
1660	39184.92927
1661	39181.18741
1662	39177.75718
1663	39172.90891
1664	39165.87192
1665	39160.25325
1666	39154.5852
