iter	RMSE
1667	39149.60043
1668	39146.11523
1669	39141.83926
1670	39136.76921
1671	39129.16066
1672	39125.90482
1673	39122.47606
1674	39117.33672
1675	39113.60859
1676	39108.17248
1677	39100.06966
1678	39095.22458
1679	39090.40865
1680	39084.62697
1681	39081.22565
1682	39076.36383
1683	39069.93673
1684	39066.21111
1685	39063.3987
1686	39058.77241
1687	39053.42311
1688	39046.78736
1689	39041.78385
1690	39036.95113
1691	39033.34331
1692	39030.73055
1693	39026.87902
1694	39021.36744
1695	39018.8445
1696	39012.96212
1697	39008.99155
1698	39005.25896
1699	39000.3732
1700	38996.21985
1701	38991.86093
1702	38988.12042
1703	38984.18756
1704	38978.12906
1705	38975.62699
1706	38972.79873
1707	38967.48557
1708	38965.92056
1709	38959.69374
1710	38955.77011
1711	38949.47347
1712	38946.15459
1713	38942.07956
1714	38936.13662
1715	38931.43378
1716	38929.86858
1717	38923.86233
1718	38918.61825
1719	38915.50792
1720	38909.42199
1721	38903.73202
1722	38899.69982
1723	38896.2
1724	38892.83301
1725	38887.5165
1726	38882.9048
1727	38878.91728
1728	38875.72683
1729	38870.40735
1730	38867.00152
1731	38862.58305
1732	38857.95881
1733	38851.71335
1734	38848.36428
1735	38845.80412
1736	38841.48641
1737	38838.30849
1738	38834.11623
1739	38826.11275
1740	38820.24597
1741	38815.69482
1742	38810.22844
1743	38807.53566
1744	38803.9977
1745	38797.04967
1746	38791.0367
1747	38785.73847
1748	38779.95917
1749	38777.73507
1750	38772.95774
1751	38768.16123
1752	38764.28046
1753	38759.72504
1754	38755.13629
1755	38750.87912
1756	38748.77311
1757	38743.56125
1758	38739.25484
1759	38735.69425
1760	38732.97222
1761	38729.37638
1762	38725.52069
1763	38719.18848
1764	38714.42241
1765	38711.42117
1766	38708.40581
1767	38705.03084
1768	38697.26603
1769	38693.55279
1770	38689.40603
1771	38682.44047
1772	38677.09012
1773	38671.45645
1774	38666.25029
1775	38661.68666
1776	38657.69495
1777	38654.34138
1778	38649.53322
1779	38644.74939
1780	38641.43821
1781	38638.53142
1782	38633.7841
1783	38628.9846
1784	38621.21778
1785	38618.58923
1786	38615.9334
1787	38609.25059
1788	38606.10534
1789	38601.96407
1790	38596.15856
1791	38590.54338
1792	38587.41668
1793	38582.17912
1794	38577.94719
1795	38572.98023
1796	38568.27389
1797	38564.91903
1798	38560.62015
1799	38556.26355
1800	38549.91964
1801	38545.87696
1802	38542.90141
1803	38538.20729
1804	38533.41623
1805	38527.63731
1806	38519.55315
1807	38515.08055
1808	38510.39556
1809	38506.81207
1810	38502.21895
1811	38498.77204
1812	38494.14144
1813	38489.17556
1814	38484.16489
1815	38478.21693
1816	38475.10791
1817	38470.28907
1818	38465.43016
1819	38461.44059
1820	38453.81953
1821	38450.16866
1822	38441.8391
1823	38438.23315
1824	38433.00787
1825	38429.10316
1826	38425.57635
1827	38422.28003
1828	38416.48378
1829	38410.77432
1830	38407.93337
1831	38404.42652
1832	38399.83341
1833	38395.56456
1834	38391.49675
1835	38387.99495
1836	38383.45837
1837	38377.72263
1838	38373.58781
1839	38369.95201
1840	38365.5395
1841	38357.80055
1842	38353.31189
1843	38349.71038
1844	38345.20933
1845	38341.40893
1846	38337.95424
1847	38333.26703
1848	38329.13525
1849	38325.78308
1850	38321.83152
1851	38317.95013
1852	38314.24465
1853	38308.39209
1854	38303.56384
1855	38298.785
1856	38293.42689
1857	38290.02607
1858	38285.91485
1859	38279.55864
1860	38273.0222
1861	38268.82211
1862	38263.79551
1863	38256.53896
1864	38252.45216
1865	38246.87079
1866	38243.5149
1867	38239.62593
1868	38235.02238
1869	38230.77667
1870	38227.84526
1871	38222.22486
1872	38217.66051
1873	38213.44841
1874	38209.67736
1875	38205.09756
1876	38201.27335
1877	38197.57159
1878	38192.68379
1879	38188.86967
1880	38185.79187
1881	38182.08426
1882	38175.84751
1883	38173.11543
1884	38169.95793
1885	38166.02679
1886	38160.77528
1887	38153.50706
1888	38149.18518
1889	38146.03118
1890	38142.17169
1891	38139.1709
1892	38134.73774
1893	38133.27468
1894	38128.25235
1895	38125.10492
1896	38121.0046
1897	38115.54497
1898	38112.97929
1899	38110.6734
1900	38108.11309
1901	38105.21746
1902	38101.17341
1903	38096.05682
1904	38093.22212
1905	38090.13053
1906	38086.09922
1907	38082.54296
1908	38077.59207
1909	38074.10422
1910	38069.87474
1911	38063.79752
1912	38059.05992
1913	38055.8297
1914	38052.13469
1915	38046.7886
1916	38041.72273
1917	38038.96221
1918	38037.57324
1919	38034.21314
1920	38031.03742
1921	38027.28416
1922	38021.82069
1923	38018.12989
1924	38014.50852
1925	38007.21015
1926	38003.22966
1927	37995.55309
1928	37991.75334
1929	37987.91441
1930	37984.01403
1931	37980.51181
1932	37976.24833
1933	37973.96688
1934	37969.98812
1935	37966.30089
1936	37963.10768
1937	37959.18289
1938	37955.42998
1939	37951.83838
1940	37948.74371
1941	37944.95714
1942	37940.2477
1943	37936.91611
1944	37931.363
1945	37927.01978
1946	37924.40769
1947	37919.1833
1948	37916.81867
1949	37910.75227
1950	37907.28246
1951	37902.3401
1952	37898.80308
1953	37895.23496
1954	37889.4565
1955	37882.15269
1956	37876.63794
1957	37874.05622
1958	37868.03053
1959	37861.48103
1960	37859.01292
1961	37855.52758
1962	37850.38166
1963	37846.7093
1964	37840.96274
1965	37835.97806
1966	37832.75831
1967	37829.12407
1968	37823.80358
1969	37819.0078
1970	37816.90857
1971	37811.48286
1972	37808.41358
1973	37804.73308
1974	37801.12133
1975	37794.10692
1976	37791.05449
1977	37785.71516
1978	37779.57913
1979	37776.5731
1980	37770.90472
1981	37767.85934
1982	37764.49567
1983	37759.18993
1984	37757.25015
1985	37753.06914
1986	37749.55619
1987	37743.76552
1988	37738.79134
1989	37735.28727
1990	37730.23772
1991	37725.00029
1992	37719.9071
1993	37714.7358
1994	37711.64062
1995	37707.37658
1996	37704.1357
1997	37699.26957
1998	37692.74787
1999	37689.77371
2000	37686.70816
2001	37680.34753
2002	37678.49391
2003	37676.33952
2004	37668.94009
2005	37664.71388
2006	37660.17512
2007	37655.66765
2008	37649.88697
2009	37647.34744
2010	37642.88487
2011	37637.76022
2012	37635.74753
2013	37631.27968
2014	37629.11223
2015	37624.37369
2016	37620.92969
2017	37618.2553
2018	37612.94746
2019	37608.5226
2020	37603.8589
2021	37598.46686
2022	37593.85171
2023	37588.52277
2024	37584.7293
2025	37580.12201
2026	37577.22151
2027	37573.78221
2028	37571.33033
2029	37567.57621
2030	37564.20324
2031	37562.22925
2032	37560.70085
2033	37557.3371
2034	37553.82922
2035	37550.33996
2036	37547.50417
2037	37540.14048
2038	37536.85472
2039	37533.8857
2040	37529.39126
2041	37522.27422
2042	37518.75711
2043	37515.92596
2044	37513.63912
2045	37511.80785
2046	37507.52939
2047	37504.21387
2048	37499.13814
2049	37495.70466
2050	37492.48494
2051	37487.88682
2052	37483.82984
2053	37479.62808
2054	37476.17297
2055	37472.91512
2056	37469.66684
2057	37463.33154
2058	37459.7067
2059	37455.9018
2060	37452.00552
2061	37448.98482
2062	37444.44573
2063	37440.57348
2064	37436.98566
2065	37433.40972
2066	37429.18737
2067	37425.45124
2068	37420.68601
2069	37417.27753
2070	37412.95494
2071	37408.55887
2072	37402.89858
2073	37399.40529
2074	37396.80003
2075	37392.03931
2076	37388.34366
2077	37383.28174
2078	37379.06908
2079	37375.95134
2080	37373.82098
2081	37371.04651
2082	37366.02898
2083	37359.80212
2084	37356.43237
2085	37353.44867
2086	37348.23615
2087	37343.22448
2088	37338.91499
2089	37333.88087
2090	37327.30954
2091	37324.03214
2092	37319.21808
2093	37315.06064
2094	37313.41717
2095	37309.36934
2096	37305.15255
2097	37301.86557
2098	37297.4296
2099	37295.59503
2100	37291.37434
2101	37288.51019
2102	37285.27336
2103	37281.06521
2104	37277.53853
2105	37273.59266
2106	37270.33091
2107	37266.13344
2108	37260.70033
2109	37256.65117
2110	37254.25062
2111	37252.03604
2112	37248.90438
2113	37245.5158
2114	37240.53131
2115	37236.21482
2116	37235.16402
2117	37230.19725
2118	37226.42656
2119	37219.76356
2120	37217.20326
2121	37213.28824
2122	37208.084
2123	37204.16185
2124	37201.06341
2125	37196.14262
2126	37192.30904
2127	37189.71685
2128	37184.67454
2129	37180.83644
2130	37176.03666
2131	37170.29054
2132	37166.35819
2133	37162.02365
2134	37157.87067
2135	37154.94305
2136	37149.78185
2137	37144.41658
2138	37140.00998
2139	37138.25627
2140	37133.59244
2141	37128.71441
2142	37125.81572
2143	37122.09177
2144	37118.16639
2145	37114.44278
2146	37110.89244
2147	37108.41278
2148	37106.26287
2149	37103.99141
2150	37099.89237
2151	37094.26406
2152	37091.92876
2153	37089.92805
2154	37085.99616
2155	37082.42094
2156	37077.93544
2157	37071.46626
2158	37068.05614
2159	37063.91587
2160	37060.95827
2161	37058.25449
2162	37056.16947
2163	37051.3528
2164	37047.90478
2165	37043.82302
2166	37037.5524
2167	37034.91136
2168	37032.27717
2169	37026.4818
2170	37021.29747
2171	37016.98893
2172	37011.91069
2173	37007.90549
2174	37003.15082
2175	37001.28669
2176	36997.48085
2177	36989.881
2178	36985.87426
2179	36982.18122
2180	36976.33796
2181	36973.45076
2182	36967.7221
2183	36964.51898
2184	36960.91025
2185	36959.22317
2186	36950.74832
2187	36946.32851
2188	36942.83173
2189	36939.65328
2190	36937.55783
2191	36932.5045
2192	36929.43274
2193	36926.68103
2194	36923.13765
2195	36919.86708
2196	36914.54433
2197	36910.83882
2198	36905.09878
2199	36902.11971
2200	36898.36598
2201	36895.2628
2202	36892.48708
2203	36890.98209
2204	36886.03321
2205	36883.21632
2206	36880.88441
2207	36879.17578
2208	36874.97477
2209	36871.10408
2210	36867.83108
2211	36864.58483
2212	36861.31435
2213	36856.30377
2214	36851.81341
2215	36847.43781
2216	36843.33769
2217	36838.63517
2218	36833.75282
2219	36829.47031
2220	36825.18834
2221	36821.30319
2222	36818.21732
2223	36814.66426
2224	36812.01965
2225	36807.50273
2226	36804.05143
2227	36799.79124
2228	36794.6263
2229	36791.18703
2230	36787.17721
2231	36783.19673
2232	36778.98881
2233	36772.29127
2234	36768.62859
2235	36765.83555
2236	36762.74985
2237	36759.14251
2238	36756.1792
2239	36752.7683
2240	36748.68403
2241	36745.00071
2242	36741.11863
2243	36737.74023
2244	36734.82893
2245	36730.83441
2246	36727.0008
2247	36724.28523
2248	36721.85405
2249	36717.45278
2250	36712.88099
2251	36709.79753
2252	36705.81886
2253	36702.72281
2254	36699.03389
2255	36692.94697
2256	36688.64778
2257	36685.04616
2258	36680.49108
2259	36675.46275
2260	36671.8703
2261	36666.64012
2262	36663.09469
2263	36659.12197
2264	36656.37353
2265	36654.30245
2266	36651.87642
2267	36646.13534
2268	36642.64326
2269	36639.10219
2270	36635.57899
2271	36632.13404
2272	36628.09471
2273	36624.80768
2274	36622.06335
2275	36621.14786
2276	36617.92631
2277	36613.55263
2278	36609.53467
2279	36605.02131
2280	36599.93663
2281	36595.83719
2282	36591.61954
2283	36587.70824
2284	36584.76898
2285	36583.47676
2286	36580.11328
2287	36576.08609
2288	36572.35337
2289	36566.74426
2290	36563.13463
2291	36560.09568
2292	36555.64215
2293	36551.62496
2294	36547.69143
2295	36542.90193
2296	36538.04358
2297	36535.09121
2298	36530.68959
2299	36525.34937
2300	36519.95791
2301	36517.68814
2302	36514.28395
2303	36511.21284
2304	36506.92516
2305	36499.82927
2306	36495.80399
2307	36494.31154
2308	36490.37991
2309	36486.68576
2310	36483.2387
2311	36481.72326
2312	36478.92288
2313	36474.93219
2314	36471.74153
2315	36468.88928
2316	36463.54343
2317	36458.46033
2318	36455.03097
2319	36451.19032
2320	36448.39753
2321	36444.76549
2322	36441.15048
2323	36436.98024
2324	36433.23037
2325	36429.56518
2326	36427.00255
2327	36421.85289
2328	36419.71854
2329	36415.86614
2330	36411.81364
2331	36405.93255
2332	36402.43741
2333	36398.6668
2334	36395.94234
2335	36392.33644
2336	36387.82024
2337	36383.47747
2338	36378.92099
2339	36376.72644
2340	36372.08856
2341	36368.00441
2342	36365.92887
2343	36363.75073
2344	36358.71701
2345	36355.01754
2346	36349.75086
2347	36345.8559
2348	36342.08125
2349	36338.87222
2350	36336.71557
2351	36331.98739
2352	36328.2482
2353	36325.23027
2354	36320.49678
2355	36315.43824
2356	36312.81902
2357	36308.99758
2358	36303.47926
2359	36299.20748
2360	36295.58301
2361	36292.49697
2362	36289.6081
2363	36285.81336
2364	36283.52109
2365	36279.27016
2366	36274.91692
2367	36270.23816
2368	36266.9013
2369	36263.75576
2370	36261.13298
2371	36258.55339
2372	36254.14419
2373	36249.71957
2374	36246.31237
2375	36244.07596
2376	36239.76874
2377	36235.02471
2378	36228.91652
2379	36223.73198
2380	36221.24325
2381	36217.42091
2382	36212.22463
2383	36207.02943
2384	36204.04916
2385	36200.13582
2386	36195.43483
2387	36190.57933
2388	36187.29267
2389	36184.86194
2390	36180.13109
2391	36176.89915
2392	36174.61564
2393	36172.46414
2394	36169.7186
2395	36167.18583
2396	36163.83271
2397	36159.40777
2398	36154.98984
2399	36152.06055
2400	36150.56413
2401	36148.10158
2402	36144.68826
2403	36141.15794
2404	36138.47716
2405	36134.56069
2406	36131.44742
2407	36126.9117
2408	36121.21457
2409	36113.31705
2410	36109.10215
2411	36106.07152
2412	36102.54803
2413	36098.8094
2414	36096.8763
2415	36093.8177
2416	36091.74983
2417	36087.99428
2418	36084.22827
2419	36079.82315
2420	36075.32097
2421	36071.62808
2422	36067.67324
2423	36064.36072
2424	36057.91977
2425	36054.24692
2426	36051.30475
2427	36049.44388
2428	36043.91481
2429	36040.72206
2430	36034.84298
2431	36031.91105
2432	36028.5169
2433	36025.55119
2434	36023.31898
2435	36019.99883
2436	36018.04735
2437	36013.78122
2438	36010.75743
2439	36007.90209
2440	36005.01663
2441	36000.90952
2442	35997.34608
2443	35993.57398
2444	35989.85562
2445	35987.30867
2446	35982.91898
2447	35981.02402
2448	35978.09848
2449	35975.02424
2450	35971.41857
2451	35969.04715
2452	35964.05959
2453	35960.32717
2454	35954.15451
2455	35950.30393
2456	35947.14146
2457	35944.11925
2458	35939.14401
2459	35935.74092
2460	35932.14392
2461	35928.3533
2462	35925.19419
2463	35920.82353
2464	35918.09516
2465	35913.44504
2466	35909.20142
2467	35905.71326
2468	35903.97538
2469	35898.2994
2470	35896.78332
2471	35893.2519
2472	35890.15875
2473	35886.80096
2474	35883.74649
2475	35880.12164
2476	35878.25456
2477	35876.68272
2478	35873.06723
2479	35870.49978
2480	35867.48488
2481	35865.0504
2482	35860.17392
2483	35856.54757
2484	35853.80628
2485	35850.08227
2486	35846.80059
2487	35840.16987
2488	35837.183
2489	35834.18267
2490	35830.17495
2491	35827.77256
2492	35823.49158
2493	35818.24192
2494	35815.00621
2495	35809.14439
2496	35807.14808
2497	35801.34241
2498	35796.85491
2499	35793.38747
2500	35789.51419
2501	35784.69623
2502	35779.83276
2503	35776.60785
2504	35773.17528
2505	35767.1709
2506	35765.32055
2507	35759.94974
2508	35756.9836
2509	35753.77005
2510	35750.29476
2511	35744.03909
2512	35737.24644
2513	35733.16621
2514	35727.63156
2515	35724.04999
2516	35718.18066
2517	35715.25023
2518	35711.82339
2519	35708.86081
2520	35705.82561
2521	35703.25385
2522	35700.28733
2523	35696.99427
2524	35692.25209
2525	35688.9965
2526	35685.18298
2527	35681.87319
2528	35677.91387
2529	35673.08343
2530	35670.57463
2531	35668.54917
2532	35663.79929
2533	35659.85992
2534	35654.91645
2535	35649.13033
2536	35645.44243
2537	35640.84966
2538	35635.4544
2539	35631.46672
2540	35627.73975
2541	35622.7656
2542	35618.10159
2543	35615.53744
2544	35612.619
2545	35609.94701
2546	35607.54986
2547	35605.1613
2548	35599.9753
2549	35598.63016
2550	35595.3318
2551	35592.1064
2552	35586.06104
2553	35582.23548
2554	35576.61448
2555	35574.00686
2556	35571.37192
2557	35568.21583
2558	35564.76449
2559	35561.57698
2560	35557.86725
2561	35553.57634
2562	35549.38161
2563	35545.96983
2564	35541.3825
2565	35535.94432
2566	35533.2059
2567	35531.3796
2568	35528.49563
2569	35523.46445
2570	35519.71825
2571	35513.02739
2572	35510.0616
2573	35507.73764
2574	35506.03717
2575	35502.53937
2576	35499.38763
2577	35498.14609
2578	35494.09595
2579	35491.30387
2580	35488.24406
2581	35483.26682
2582	35477.66039
2583	35474.16014
2584	35471.30779
2585	35466.40497
2586	35463.32011
2587	35457.98042
2588	35452.77975
2589	35448.3324
2590	35445.06349
2591	35440.47314
2592	35436.92747
2593	35432.84411
2594	35427.92992
2595	35423.95522
2596	35418.2032
2597	35413.96608
2598	35411.62482
2599	35409.09701
2600	35406.0831
2601	35402.81287
2602	35399.26054
2603	35394.08795
2604	35392.04314
2605	35391.09883
2606	35386.7031
2607	35383.5272
2608	35377.75896
2609	35373.90397
2610	35369.38463
2611	35365.88913
2612	35360.63064
2613	35359.2472
2614	35356.0061
2615	35353.93466
2616	35350.53331
2617	35347.07658
2618	35344.60522
2619	35342.02419
2620	35336.63592
2621	35332.39894
2622	35330.18943
2623	35326.28352
2624	35323.25416
2625	35318.99038
2626	35314.9082
2627	35312.67141
2628	35307.44038
2629	35302.5473
2630	35298.62508
2631	35296.95608
2632	35293.12933
2633	35289.66288
2634	35286.18803
2635	35282.79925
2636	35279.28212
2637	35274.14777
2638	35269.35086
2639	35265.12238
2640	35261.07292
2641	35257.25029
2642	35254.86146
2643	35252.46589
2644	35249.79861
2645	35246.68328
2646	35242.19625
2647	35239.13806
2648	35234.98642
2649	35233.88414
2650	35230.45279
2651	35226.83729
2652	35222.79867
2653	35219.83622
2654	35211.87442
2655	35208.79788
2656	35203.00696
2657	35198.75626
2658	35192.6968
2659	35189.91889
2660	35187.48529
2661	35182.04122
2662	35179.2013
2663	35176.62155
2664	35174.18575
2665	35169.91981
2666	35164.03529
2667	35159.84858
2668	35156.11407
2669	35154.56556
2670	35151.06724
2671	35148.79761
2672	35144.69853
2673	35142.72385
2674	35140.48169
2675	35137.05689
2676	35133.70632
2677	35129.12205
2678	35124.03776
2679	35119.48284
2680	35115.99396
2681	35112.98439
2682	35111.04748
2683	35107.09289
2684	35102.31598
2685	35100.70487
2686	35097.38568
2687	35094.51148
2688	35089.82628
2689	35087.12958
2690	35085.56505
2691	35083.2881
2692	35081.2553
2693	35077.40028
2694	35073.91926
2695	35068.83901
2696	35066.87423
2697	35064.53552
2698	35061.56613
2699	35056.38298
2700	35051.79825
2701	35048.97633
2702	35045.86849
2703	35043.92559
2704	35040.44739
2705	35034.29455
2706	35031.6623
2707	35029.06348
2708	35026.32619
2709	35023.59517
2710	35020.55089
2711	35018.04559
2712	35014.58788
2713	35010.38687
2714	35006.85115
2715	35002.708
2716	34999.81896
2717	34994.82628
2718	34990.93611
2719	34987.45917
2720	34982.99536
2721	34978.88848
2722	34975.62803
2723	34973.81113
2724	34969.42485
2725	34965.473
2726	34961.2862
2727	34958.46499
2728	34955.06585
2729	34950.85713
2730	34946.90811
2731	34942.74907
2732	34939.75518
2733	34937.20941
2734	34933.40071
2735	34931.43893
2736	34929.05595
2737	34923.63552
2738	34919.09165
2739	34916.52892
2740	34913.81301
2741	34909.52583
2742	34906.28862
2743	34903.48771
2744	34897.3396
2745	34893.82778
2746	34890.36555
2747	34887.14579
2748	34885.15084
2749	34882.91641
2750	34879.23054
2751	34876.97128
2752	34873.43949
2753	34868.93388
2754	34864.79345
2755	34860.82073
2756	34857.55571
2757	34854.68252
2758	34852.25051
2759	34848.20686
2760	34844.85571
2761	34839.79531
2762	34836.02298
2763	34833.03674
2764	34829.56298
2765	34825.15921
2766	34820.40731
2767	34817.89974
2768	34815.00983
2769	34811.44609
2770	34807.94262
2771	34804.86695
2772	34800.24909
2773	34796.90365
2774	34793.05002
2775	34789.42881
2776	34786.03487
2777	34780.58037
2778	34776.67011
2779	34773.55336
2780	34771.96072
2781	34767.73684
2782	34763.52725
2783	34759.79736
2784	34755.51784
2785	34752.15366
2786	34749.43444
2787	34745.73796
2788	34742.72195
2789	34740.42843
2790	34736.88267
2791	34734.20435
2792	34730.72212
2793	34726.07132
2794	34723.54839
2795	34720.25996
2796	34718.38504
2797	34715.49515
2798	34711.91031
2799	34707.62044
2800	34703.72029
2801	34701.84843
2802	34699.42305
2803	34695.20745
2804	34692.45879
2805	34688.62314
2806	34683.99405
2807	34679.31605
2808	34677.69209
2809	34673.45715
2810	34671.53399
2811	34667.5206
2812	34665.71798
2813	34662.88639
2814	34657.63198
2815	34654.93424
2816	34647.88737
2817	34644.76345
2818	34640.32696
2819	34636.12691
2820	34633.93202
2821	34629.87656
2822	34626.68086
2823	34622.26249
2824	34616.57858
2825	34614.0409
2826	34610.44673
2827	34606.63572
2828	34604.03386
2829	34599.73277
2830	34598.24296
2831	34594.6404
2832	34590.86835
2833	34586.60917
2834	34583.34287
2835	34581.51166
2836	34579.02761
2837	34574.15338
2838	34571.20859
2839	34567.84327
2840	34564.47961
2841	34558.54758
2842	34554.33477
2843	34548.17602
2844	34543.39086
2845	34539.67752
2846	34533.84459
2847	34531.46266
2848	34525.47355
2849	34521.7044
2850	34519.16544
2851	34514.84123
2852	34511.62046
2853	34507.9628
2854	34505.92217
2855	34503.22987
2856	34500.2953
2857	34496.96086
2858	34494.53013
2859	34492.18507
2860	34488.93122
2861	34484.24212
2862	34482.36621
2863	34479.65445
2864	34476.22712
2865	34470.50556
2866	34467.85044
2867	34465.83846
2868	34461.56363
2869	34458.99267
2870	34456.42694
2871	34453.48946
2872	34449.35871
2873	34446.53375
2874	34441.44906
2875	34437.66338
2876	34435.32796
2877	34432.31059
2878	34428.89488
2879	34424.10131
2880	34421.39291
2881	34417.43685
2882	34415.47124
2883	34411.16528
2884	34408.06297
2885	34405.25732
2886	34402.41782
2887	34397.7822
2888	34393.25118
2889	34390.04078
2890	34387.00352
2891	34384.61777
2892	34382.35554
2893	34378.17042
2894	34374.34206
2895	34369.9791
2896	34366.72841
2897	34363.25558
2898	34359.36003
2899	34356.55049
2900	34354.04612
2901	34349.24242
2902	34344.95887
2903	34342.58534
2904	34338.31724
2905	34334.32534
2906	34330.66645
2907	34329.14986
2908	34324.84296
2909	34322.25989
2910	34318.5216
2911	34313.87048
2912	34311.04044
2913	34308.58482
2914	34306.2831
2915	34303.97737
2916	34301.25866
2917	34298.5052
2918	34295.25256
2919	34293.11596
2920	34290.08443
2921	34287.3289
2922	34283.19601
2923	34280.65445
2924	34276.28909
2925	34272.34129
2926	34269.61488
2927	34267.4783
2928	34261.62824
2929	34258.60041
2930	34255.35085
2931	34253.74965
2932	34249.99311
2933	34247.77189
2934	34244.62126
2935	34241.1903
2936	34237.97544
2937	34234.99348
2938	34230.34605
2939	34227.98288
2940	34225.29825
2941	34222.32633
2942	34218.86921
2943	34215.03494
2944	34210.34162
2945	34207.88777
2946	34206.2772
2947	34203.3629
2948	34201.35737
2949	34198.90162
2950	34196.06078
2951	34192.87894
2952	34187.72057
2953	34184.44267
2954	34180.74731
2955	34177.09127
2956	34173.79623
2957	34170.92792
2958	34166.30737
2959	34161.66964
2960	34159.05474
2961	34156.5359
2962	34152.0763
2963	34149.02161
2964	34147.81701
2965	34144.89828
2966	34140.66278
2967	34139.02213
2968	34134.39606
2969	34131.42099
2970	34129.74198
2971	34127.19215
2972	34123.84913
2973	34119.90387
2974	34117.02145
2975	34111.29722
2976	34109.57617
2977	34105.68298
2978	34103.87014
2979	34100.41883
2980	34097.39891
2981	34094.5108
2982	34093.1181
2983	34089.01963
2984	34087.64818
2985	34084.61093
2986	34080.95913
2987	34078.5821
2988	34075.57175
2989	34074.12963
2990	34069.17055
2991	34064.07679
2992	34060.22853
2993	34056.68779
2994	34052.86107
2995	34050.06064
2996	34046.13066
2997	34041.63921
2998	34036.87321
2999	34034.37094
3000	34031.81288
3001	34026.41134
3002	34023.75384
3003	34021.33159
3004	34016.78699
3005	34013.90187
3006	34010.18438
3007	34008.0011
3008	34005.83618
3009	34003.13557
3010	33996.27074
3011	33994.56761
3012	33990.98856
3013	33987.47788
3014	33984.67811
3015	33981.28488
3016	33978.45503
3017	33974.65425
3018	33971.43648
3019	33968.92917
3020	33966.19654
3021	33962.04084
3022	33958.95805
3023	33955.17534
3024	33952.50318
3025	33949.26993
3026	33944.73489
3027	33942.67956
3028	33941.73364
3029	33940.12021
3030	33936.50156
3031	33933.564
3032	33930.4277
3033	33928.87714
3034	33927.60792
3035	33924.75452
3036	33922.1518
3037	33920.17256
3038	33918.00524
3039	33914.73025
3040	33910.01505
3041	33904.35599
3042	33898.51994
3043	33895.43851
3044	33889.26449
3045	33887.24002
3046	33884.10199
3047	33881.07831
3048	33877.73527
3049	33873.9602
3050	33871.11605
3051	33866.51613
3052	33863.4035
3053	33861.1746
3054	33857.40627
3055	33852.91418
3056	33847.91505
3057	33842.56472
3058	33839.89781
3059	33837.42196
3060	33835.01093
3061	33832.14234
3062	33827.8931
3063	33821.81593
3064	33820.07769
3065	33815.64618
3066	33814.00638
3067	33810.90401
3068	33807.70979
3069	33804.07832
3070	33801.63908
3071	33797.81558
3072	33795.53047
3073	33793.33685
3074	33789.60708
3075	33786.81993
3076	33784.94635
3077	33781.58804
3078	33778.73066
3079	33776.12101
3080	33773.38084
3081	33768.94864
3082	33764.54833
3083	33760.98419
3084	33759.31714
3085	33755.00078
3086	33750.20432
3087	33748.33219
3088	33744.67964
3089	33741.45133
3090	33738.27234
3091	33733.06021
3092	33727.91435
3093	33726.2385
3094	33722.95542
3095	33718.94491
3096	33714.79103
3097	33709.36236
3098	33704.46712
3099	33700.57547
3100	33697.32884
3101	33690.93954
3102	33689.13219
3103	33686.49228
3104	33684.02403
3105	33682.47746
3106	33679.06053
3107	33676.72913
3108	33674.50124
3109	33671.04615
3110	33669.02559
3111	33666.686
3112	33663.33634
3113	33659.57901
3114	33655.72456
3115	33653.00904
3116	33650.52039
3117	33645.59167
3118	33643.22239
3119	33641.21314
3120	33639.36368
3121	33635.05594
3122	33633.22537
3123	33630.66609
3124	33625.51281
3125	33622.46789
3126	33620.33524
3127	33615.35833
3128	33612.44847
3129	33609.14716
3130	33605.34869
3131	33599.4255
3132	33597.28483
3133	33595.07355
3134	33593.01387
3135	33589.3334
3136	33586.75432
3137	33584.5619
3138	33581.20157
3139	33577.47669
3140	33574.76208
3141	33570.76973
3142	33566.73437
3143	33562.43944
3144	33558.8505
3145	33555.34865
3146	33552.74
3147	33549.8853
3148	33545.95402
3149	33540.22259
3150	33537.61183
3151	33533.73326
3152	33531.07703
3153	33526.84959
3154	33523.37527
3155	33521.56648
3156	33518.68471
3157	33516.33056
3158	33513.93003
3159	33511.65171
3160	33509.26122
3161	33505.18932
3162	33501.39817
3163	33500.30019
3164	33498.39637
3165	33495.4684
3166	33492.23529
3167	33489.00629
3168	33486.08527
3169	33484.12827
3170	33479.13477
3171	33476.37273
3172	33473.30932
3173	33471.37464
3174	33469.55144
3175	33468.15134
3176	33464.64783
3177	33461.13806
3178	33456.44406
3179	33450.64986
3180	33447.92259
3181	33443.41523
3182	33439.79718
3183	33437.39856
3184	33432.93047
3185	33427.94211
3186	33426.75317
3187	33425.76131
3188	33422.20108
3189	33420.05289
3190	33415.60518
3191	33413.24577
3192	33409.53348
3193	33407.57779
3194	33404.78018
3195	33400.799
3196	33398.197
3197	33393.6722
3198	33390.94872
3199	33388.03335
3200	33384.08719
3201	33381.32972
3202	33378.84734
3203	33373.44669
3204	33369.20356
3205	33367.36364
3206	33363.35491
3207	33360.43718
3208	33358.42605
3209	33355.2775
3210	33353.45701
3211	33349.93685
3212	33346.05198
3213	33342.36349
3214	33340.33474
3215	33336.8763
3216	33333.0995
3217	33329.0116
3218	33326.76892
3219	33322.54564
3220	33320.18742
3221	33317.65049
3222	33313.48973
