iter	Passed	Remaining
1671	9385	18680
1672	9388	18670
1673	9392	18661
1674	9399	18659
1675	9403	18649
1676	9408	18643
1677	9411	18633
1678	9417	18627
1679	9420	18616
1680	9423	18605
1681	9427	18597
1682	9431	18587
1683	9436	18581
1684	9440	18571
1685	9443	18562
1686	9448	18555
1687	9453	18547
1688	9456	18538
1689	9463	18534
1690	9465	18523
1691	9469	18513
1692	9472	18502
1693	9475	18491
1694	9478	18481
1695	9484	18477
1696	9488	18467
1697	9495	18465
1698	9499	18456
1699	9504	18449
1700	9507	18438
1701	9513	18435
1702	9516	18424
1703	9519	18414
1704	9522	18403
1705	9525	18391
1706	9529	18383
1707	9534	18377
1708	9537	18367
1709	9549	18372
1710	9556	18369
1711	9559	18360
1712	9565	18355
1713	9569	18345
1714	9572	18335
1715	9576	18326
1716	9581	18320
1717	9584	18310
1718	9588	18300
1719	9592	18292
1720	9595	18282
1721	9599	18273
1722	9601	18261
1723	9608	18258
1724	9611	18247
1725	9614	18236
1726	9617	18227
1727	9620	18216
1728	9624	18208
1729	9631	18204
1730	9635	18197
1731	9641	18192
1732	9646	18184
1733	9650	18177
1734	9668	18193
1735	9675	18190
1736	9678	18182
1737	9683	18175
1738	9689	18168
1739	9694	18163
1740	9698	18153
1741	9706	18154
1742	9709	18143
1743	9714	18136
1744	9717	18127
1745	9721	18117
1746	9724	18107
1747	9730	18103
1748	9735	18096
1749	9739	18086
1750	9744	18080
1751	9751	18078
1752	9763	18083
1753	9767	18076
1754	9771	18067
1755	9775	18058
1756	9778	18049
1757	9783	18042
1758	9789	18037
1759	9795	18033
1760	9804	18032
1761	9808	18025
1762	9815	18022
1763	9819	18013
1764	9824	18007
1765	9829	18000
1766	9835	17995
1767	9840	17988
1768	9845	17983
1769	9851	17978
1770	9855	17969
1771	9859	17960
1772	9863	17951
1773	9866	17942
1774	9869	17932
1775	9873	17922
1776	9876	17913
1777	9889	17921
1778	9901	17926
1779	9908	17924
1780	9913	17916
1781	9917	17908
1782	9919	17898
1783	9922	17888
1784	9926	17879
1785	9930	17870
1786	9936	17865
1787	9947	17870
1788	9952	17863
1789	9955	17854
1790	9959	17844
1791	9962	17834
1792	9965	17824
1793	9969	17816
1794	9974	17809
1795	9978	17801
1796	9982	17793
1797	9985	17782
1798	9990	17775
1799	9998	17774
1800	10001	17765
1801	10004	17755
1802	10009	17747
1803	10013	17740
1804	10016	17729
1805	10019	17720
1806	10023	17712
1807	10027	17703
1808	10031	17694
1809	10035	17686
1810	10044	17687
1811	10047	17676
1812	10051	17669
1813	10056	17662
1814	10065	17663
1815	10069	17654
1816	10073	17646
1817	10077	17637
1818	10081	17630
1819	10089	17629
1820	10092	17619
1821	10095	17608
1822	10099	17600
1823	10103	17593
1824	10107	17583
1825	10109	17572
1826	10113	17564
1827	10116	17553
1828	10118	17542
1829	10122	17535
1830	10125	17525
1831	10134	17524
1832	10138	17516
1833	10146	17516
1834	10151	17509
1835	10154	17499
1836	10157	17488
1837	10230	17600
1838	10246	17612
1839	10249	17602
1840	10251	17591
1841	10254	17580
1842	10256	17569
1843	10259	17559
1844	10262	17549
1845	10273	17552
1846	10282	17553
1847	10288	17547
1848	10294	17542
1849	10299	17536
1850	10302	17527
1851	10305	17516
1852	10308	17507
1853	10311	17496
1854	10313	17486
1855	10317	17478
1856	10320	17467
1857	10328	17465
1858	10332	17457
1859	10337	17451
1860	10342	17444
1861	10346	17436
1862	10349	17426
1863	10352	17416
1864	10357	17411
1865	10360	17400
1866	10363	17390
1867	10366	17380
1868	10369	17371
1869	10376	17368
1870	10379	17358
1871	10382	17349
1872	10390	17347
1873	10396	17342
1874	10400	17333
1875	10403	17324
1876	10406	17313
1877	10408	17303
1878	10412	17295
1879	10415	17285
1880	10418	17274
1881	10426	17273
1882	10429	17263
1883	10434	17257
1884	10439	17250
1885	10445	17246
1886	10449	17238
1887	10452	17229
1888	10455	17218
1889	10458	17208
1890	10461	17199
1891	10465	17191
1892	10471	17187
1893	10475	17178
1894	10477	17168
1895	10481	17160
1896	10486	17153
1897	10491	17146
1898	10493	17135
1899	10496	17125
1900	10498	17115
1901	10501	17104
1902	10505	17097
1903	10509	17089
1904	10512	17079
1905	10520	17077
1906	10524	17069
1907	10528	17061
1908	10534	17056
1909	10539	17050
1910	10542	17040
1911	10547	17035
1912	10550	17025
1913	10552	17014
1914	10557	17007
1915	10562	17001
1916	10567	16995
1917	10573	16991
1918	10585	16995
1919	10591	16990
1920	10597	16985
1921	10602	16979
1922	10606	16971
1923	10610	16963
1924	10618	16961
1925	10621	16952
1926	10625	16943
1927	10629	16936
1928	10633	16928
1929	10637	16920
1930	10640	16911
1931	10645	16904
1932	10649	16897
1933	10654	16891
1934	10661	16888
1935	10665	16880
1936	10669	16871
1937	10672	16862
1938	10677	16855
1939	10680	16846
1940	10693	16853
1941	10697	16844
1942	10703	16839
1943	10717	16847
1944	10726	16848
1945	10734	16845
1946	10737	16837
1947	10742	16830
1948	10746	16822
1949	10752	16817
1950	10759	16814
1951	10764	16807
1952	10768	16799
1953	10772	16792
1954	10777	16786
1955	10780	16777
1956	10786	16772
1957	10790	16764
1958	10794	16756
1959	10800	16751
1960	10804	16744
1961	10813	16743
1962	10820	16741
1963	10826	16736
1964	10830	16728
1965	10833	16719
1966	10836	16709
1967	10841	16702
1968	10843	16692
1969	10848	16686
1970	10857	16685
1971	10860	16675
1972	10864	16668
1973	10876	16672
1974	10881	16667
1975	10886	16659
1976	10889	16651
1977	10895	16646
1978	10900	16640
1979	10906	16635
1980	10910	16627
1981	10921	16630
1982	10934	16636
1983	10937	16627
1984	10942	16620
1985	10949	16617
1986	10955	16612
1987	10959	16604
1988	10965	16599
1989	10972	16596
1990	10977	16590
1991	10983	16585
1992	10989	16581
1993	10994	16574
1994	11002	16572
1995	11006	16564
1996	11012	16559
1997	11016	16551
1998	11021	16545
1999	11026	16539
2000	11029	16530
2001	11033	16522
2002	11037	16514
2003	11041	16507
2004	11046	16500
2005	11052	16496
2006	11056	16487
2007	11062	16483
2008	11068	16478
2009	11071	16468
2010	11073	16459
2011	11078	16452
2012	11086	16451
2013	11094	16448
2014	11097	16440
2015	11100	16431
2016	11105	16424
2017	11112	16420
2018	11115	16412
2019	11119	16403
2020	11122	16394
2021	11125	16385
2022	11127	16375
2023	11130	16365
2024	11134	16357
2025	11140	16353
2026	11144	16345
2027	11147	16336
2028	11149	16326
2029	11155	16321
2030	11161	16315
2031	11164	16307
2032	11167	16298
2033	11173	16292
2034	11176	16283
2035	11180	16277
2036	11187	16272
2037	11193	16267
2038	11196	16259
2039	11200	16251
2040	11213	16256
2041	11300	16369
2042	11305	16363
2043	11307	16353
2044	11310	16343
2045	11313	16333
2046	11315	16323
2047	11318	16314
2048	11321	16305
2049	11323	16295
2050	11330	16290
2051	11339	16290
2052	11343	16282
2053	11350	16279
2054	11356	16274
2055	11364	16273
2056	11368	16265
2057	11377	16264
2058	11382	16257
2059	11388	16254
2060	11391	16244
2061	11395	16236
2062	11397	16226
2063	11402	16220
2064	11406	16212
2065	11411	16206
2066	11417	16200
2067	11423	16195
2068	11426	16186
2069	11429	16178
2070	11435	16173
2071	11439	16165
2072	11442	16155
2073	11444	16146
2074	11447	16136
2075	11451	16129
2076	11455	16121
2077	11460	16115
2078	11464	16108
2079	11468	16099
2080	11475	16096
2081	11483	16095
2082	11489	16090
2083	11494	16083
2084	11503	16082
2085	11506	16074
2086	11514	16071
2087	11520	16067
2088	11523	16058
2089	11532	16057
2090	11536	16049
2091	11539	16040
2092	11543	16032
2093	11550	16029
2094	11554	16021
2095	11560	16017
2096	11565	16011
2097	11571	16006
2098	11581	16006
2099	11584	15998
2100	11591	15993
2101	11598	15990
2102	11601	15981
2103	11605	15973
2104	11611	15969
2105	11625	15975
2106	11630	15969
2107	11636	15964
2108	11640	15956
2109	11643	15948
2110	11655	15951
2111	11662	15947
2112	11666	15939
2113	11671	15933
2114	11679	15931
2115	11682	15922
2116	11685	15914
2117	11689	15905
2118	11692	15897
2119	11695	15888
2120	11697	15878
2121	11700	15868
2122	11705	15862
2123	11710	15857
2124	11715	15851
2125	11723	15848
2126	11729	15843
2127	11733	15835
2128	11735	15826
2129	11738	15816
2130	11744	15811
2131	11747	15803
2132	11750	15794
2133	11755	15787
2134	11760	15780
2135	11762	15771
2136	11765	15763
2137	11775	15762
2138	11779	15755
2139	11786	15751
2140	11791	15746
2141	11795	15737
2142	11799	15731
2143	11805	15725
2144	11809	15718
2145	11813	15710
2146	11826	15715
2147	11830	15707
2148	11834	15700
2149	11840	15695
2150	11843	15686
2151	11849	15681
2152	11852	15672
2153	11858	15668
2154	11866	15666
2155	11871	15659
2156	11875	15652
2157	11882	15648
2158	11887	15642
2159	11897	15643
2160	11907	15642
2161	11914	15639
2162	11920	15635
2163	11927	15631
2164	11932	15625
2165	11935	15616
2166	11939	15609
2167	11945	15603
2168	11954	15602
2169	11959	15596
2170	11970	15598
2171	11975	15592
2172	11978	15583
2173	11981	15575
2174	11985	15567
2175	11989	15559
2176	11993	15552
2177	11999	15547
2178	12005	15542
2179	12013	15540
2180	12024	15542
2181	12044	15555
2182	12053	15554
2183	12061	15552
2184	12097	15585
2185	12103	15580
2186	12111	15577
2187	12117	15573
2188	12121	15566
2189	12133	15568
2190	12147	15574
2191	12154	15570
2192	12164	15569
2193	12168	15563
2194	12174	15557
2195	12178	15550
2196	12183	15544
2197	12191	15541
2198	12198	15538
2199	12211	15542
2200	12217	15537
2201	12222	15530
2202	12226	15522
2203	12229	15514
2204	12233	15506
2205	12239	15501
2206	12242	15493
2207	12247	15486
2208	12252	15480
2209	12256	15473
2210	12266	15472
2211	12341	15555
2212	12452	15682
2213	12456	15674
2214	12459	15665
2215	12461	15655
2216	12464	15646
2217	12468	15638
2218	12476	15636
2219	12479	15627
2220	12485	15622
2221	12491	15617
2222	12504	15620
2223	12508	15613
2224	12512	15605
2225	12515	15596
2226	12518	15587
2227	12522	15579
2228	12525	15571
2229	12530	15564
2230	12534	15557
2231	12539	15550
2232	12542	15541
2233	12546	15534
2234	12561	15540
2235	12566	15533
2236	12570	15526
2237	12574	15518
2238	12577	15509
2239	12582	15503
2240	12588	15498
2241	12592	15490
2242	12595	15481
2243	12601	15476
2244	12605	15468
2245	12608	15459
2246	12611	15451
2247	12614	15442
2248	12618	15434
2249	12624	15429
2250	12629	15423
2251	12631	15414
2252	12637	15407
2253	12640	15399
2254	12648	15397
2255	12652	15389
2256	12656	15382
2257	12660	15373
2258	12662	15364
2259	12665	15355
2260	12668	15346
2261	12670	15337
2262	12674	15329
2263	12678	15321
2264	12687	15320
2265	12696	15318
2266	12703	15315
2267	12708	15308
2268	12711	15300
2269	12714	15291
2270	12717	15282
2271	12720	15273
2272	12723	15264
2273	12726	15255
2274	12730	15248
2275	12740	15248
2276	12743	15239
2277	12746	15230
2278	12749	15222
2279	12752	15213
2280	12756	15205
2281	12758	15196
2282	12761	15187
2283	12765	15180
2284	12769	15172
2285	12774	15165
2286	12782	15163
2287	12787	15157
2288	12790	15149
2289	12793	15139
2290	12798	15133
2291	12803	15127
2292	12806	15118
2293	12809	15109
2294	12813	15103
2295	12817	15095
2296	12822	15089
2297	12831	15086
2298	12834	15079
2299	12839	15072
2300	12842	15063
2301	12846	15055
2302	12849	15048
2303	12853	15040
2304	12857	15033
2305	12863	15027
2306	12867	15020
2307	12870	15011
2308	12881	15012
2309	12887	15007
2310	12899	15009
2311	12903	15002
2312	12912	15000
2313	12918	14995
2314	12924	14990
2315	12929	14984
2316	12933	14976
2317	12939	14971
2318	12947	14968
2319	12952	14962
2320	12956	14955
2321	12960	14947
2322	12963	14939
2323	12975	14941
2324	12982	14936
2325	12986	14929
2326	12991	14923
2327	12997	14917
2328	13000	14909
2329	13005	14903
2330	13008	14894
2331	13011	14886
2332	13015	14879
2333	13021	14873
2334	13027	14868
2335	13031	14860
2336	13037	14856
2337	13042	14849
2338	13047	14843
2339	13050	14835
2340	13054	14827
2341	13057	14819
2342	13063	14814
2343	13071	14811
2344	13075	14803
2345	13086	14804
2346	13094	14802
2347	13099	14795
2348	13103	14787
2349	13105	14779
2350	13109	14770
2351	13115	14765
2352	13122	14761
2353	13126	14754
2354	13131	14749
2355	13135	14740
2356	13139	14733
2357	13144	14727
2358	13152	14725
2359	13156	14717
2360	13159	14708
2361	13162	14700
2362	13170	14698
2363	13176	14692
2364	13179	14684
2365	13186	14679
2366	13190	14672
2367	13193	14664
2368	13203	14663
2369	13209	14658
2370	13219	14658
2371	13223	14650
2372	13228	14643
2373	13232	14636
2374	13236	14629
2375	13239	14621
2376	13249	14620
2377	13253	14613
2378	13256	14605
2379	13264	14602
2380	13268	14594
2381	13271	14586
2382	13275	14578
2383	13280	14572
2384	13286	14567
2385	13296	14566
2386	13301	14561
2387	13306	14554
2388	13309	14546
2389	13313	14539
2390	13319	14533
2391	13323	14526
2392	13328	14519
2393	13332	14513
2394	13335	14505
2395	13345	14503
2396	13348	14495
2397	13352	14488
2398	13357	14482
2399	13361	14474
2400	13363	14465
2401	13366	14457
2402	13370	14450
2403	13374	14442
2404	13380	14437
2405	13383	14429
2406	13388	14422
2407	13391	14414
2408	13396	14409
2409	13400	14401
2410	13403	14393
2411	13407	14385
2412	13512	14487
2413	13517	14480
2414	13519	14471
2415	13522	14462
2416	13525	14454
2417	13528	14445
2418	13531	14437
2419	13533	14428
2420	13538	14422
2421	13541	14413
2422	13548	14409
2423	13559	14409
2424	13564	14403
2425	13567	14395
2426	13571	14387
2427	13576	14381
2428	13581	14375
2429	13589	14372
2430	13595	14367
2431	13598	14358
2432	13605	14354
2433	13607	14345
2434	13610	14337
2435	13614	14330
2436	13618	14322
2437	13621	14314
2438	13625	14306
2439	13628	14298
2440	13636	14295
2441	13640	14288
2442	13644	14280
2443	13652	14277
2444	13654	14269
2445	13657	14260
2446	13659	14251
2447	13662	14243
2448	13666	14235
2449	13671	14229
2450	13675	14221
2451	13681	14217
2452	13687	14211
2453	13692	14205
2454	13695	14197
2455	13702	14193
2456	13705	14184
2457	13708	14176
2458	13710	14168
2459	13715	14161
2460	13720	14154
2461	13722	14146
2462	13724	14137
2463	13729	14130
2464	13733	14123
2465	13737	14116
2466	13741	14108
2467	13751	14107
2468	13755	14100
2469	13758	14092
2470	13762	14085
2471	13764	14076
2472	13768	14068
2473	13771	14061
2474	13774	14052
2475	13778	14045
2476	13782	14038
2477	13786	14031
2478	13791	14024
2479	13798	14020
2480	13803	14014
2481	13806	14006
2482	13809	13998
2483	13812	13990
2484	13816	13983
2485	13820	13975
2486	13823	13967
2487	13826	13959
2488	13830	13952
2489	13834	13946
2490	13841	13941
2491	13846	13935
2492	13850	13928
2493	13853	13919
2494	13855	13911
2495	13858	13902
2496	13862	13896
2497	13865	13887
2498	13868	13879
2499	13870	13870
2500	13877	13865
2501	13882	13860
2502	13890	13857
2503	13894	13850
2504	13897	13842
2505	13902	13835
2506	13904	13827
2507	13907	13819
2508	13911	13811
2509	13913	13802
2510	13916	13794
2511	13919	13786
2512	13922	13778
2513	13924	13769
2514	13927	13761
2515	13930	13753
2516	13933	13745
2517	13941	13741
2518	13944	13734
2519	13947	13726
2520	13952	13720
2521	13956	13713
2522	13961	13706
2523	13963	13698
2524	13967	13691
2525	13971	13684
2526	13980	13681
2527	13984	13674
2528	13992	13671
2529	14006	13674
2530	14010	13667
2531	14014	13660
2532	14018	13652
2533	14021	13645
2534	14024	13637
2535	14027	13629
2536	14030	13621
2537	14033	13613
2538	14038	13607
2539	14043	13600
2540	14046	13593
2541	14050	13586
2542	14054	13579
2543	14058	13572
2544	14063	13566
2545	14066	13558
2546	14076	13557
2547	14082	13551
2548	14089	13547
2549	14094	13541
2550	14097	13534
2551	14100	13525
2552	14105	13519
2553	14109	13512
2554	14116	13508
2555	14120	13502
2556	14129	13499
2557	14134	13493
2558	14139	13487
2559	14144	13481
2560	14149	13475
2561	14153	13468
2562	14156	13460
2563	14158	13452
2564	14163	13445
2565	14171	13442
2566	14175	13435
2567	14184	13433
2568	14190	13428
2569	14195	13422
2570	14202	13418
2571	14210	13415
2572	14214	13408
2573	14222	13404
2574	14228	13399
2575	14234	13395
2576	14240	13389
2577	14244	13382
2578	14248	13375
2579	14251	13367
2580	14254	13359
2581	14257	13352
2582	14261	13344
2583	14266	13338
2584	14272	13333
2585	14275	13325
2586	14279	13319
2587	14283	13311
2588	14287	13305
2589	14290	13297
2590	14294	13290
2591	14298	13283
2592	14300	13274
2593	14303	13267
2594	14306	13259
2595	14309	13251
2596	14318	13249
2597	14322	13241
2598	14326	13235
2599	14329	13227
2600	14333	13220
2601	14336	13212
2602	14339	13204
2603	14342	13196
2604	14345	13188
2605	14347	13180
2606	14350	13172
2607	14357	13168
2608	14363	13163
2609	14367	13156
2610	14370	13148
2611	14375	13142
2612	14382	13138
2613	14386	13131
2614	14388	13123
2615	14392	13116
2616	14395	13108
2617	14397	13100
2618	14402	13093
2619	14405	13086
2620	14412	13082
2621	14416	13074
2622	14419	13066
2623	14422	13059
2624	14426	13052
2625	14433	13048
2626	14437	13041
2627	14442	13035
2628	14444	13027
2629	14447	13019
2630	14450	13011
2631	14454	13004
2632	14458	12998
2633	14463	12991
2634	14467	12984
2635	14581	13077
2636	14586	13070
2637	14588	13062
2638	14591	13054
2639	14593	13045
2640	14597	13038
2641	14603	13033
2642	14611	13030
2643	14616	13024
2644	14620	13017
2645	14627	13012
2646	14632	13006
2647	14637	13000
2648	14642	12995
2649	14647	12989
2650	14653	12984
2651	14663	12982
2652	14669	12977
2653	14672	12969
2654	14675	12962
2655	14680	12955
2656	14685	12949
2657	14688	12942
2658	14691	12934
2659	14695	12927
2660	14706	12926
2661	14709	12918
2662	14712	12911
2663	14714	12902
2664	14724	12901
2665	14727	12893
2666	14730	12885
2667	14734	12878
2668	14738	12871
2669	14742	12864
2670	14744	12856
2671	14749	12850
2672	14753	12843
2673	14755	12835
2674	14758	12827
2675	14762	12820
2676	14765	12813
2677	14770	12806
2678	14774	12800
2679	14778	12793
2680	14782	12786
2681	14785	12779
2682	14789	12771
2683	14792	12764
2684	14797	12758
2685	14800	12751
2686	14803	12743
2687	14806	12735
2688	14809	12727
2689	14813	12720
2690	14817	12714
2691	14822	12707
2692	14825	12700
2693	14833	12696
2694	14838	12691
2695	14842	12684
2696	14847	12678
2697	14850	12671
2698	14853	12663
2699	14857	12656
2700	14860	12648
2701	14863	12641
2702	14867	12634
2703	14870	12627
2704	14875	12620
2705	14880	12614
2706	14885	12609
2707	14890	12602
2708	14899	12600
2709	14901	12592
2710	14904	12584
2711	14906	12576
2712	14910	12569
2713	14915	12563
2714	14918	12555
2715	14921	12548
2716	14925	12541
2717	14929	12534
2718	14934	12528
2719	14937	12520
2720	14943	12515
2721	14946	12508
2722	14952	12503
2723	14956	12496
2724	14959	12489
2725	14963	12482
2726	14966	12475
2727	14972	12469
2728	14978	12464
2729	14982	12458
2730	14985	12450
2731	14989	12444
2732	14993	12436
2733	14996	12429
2734	15000	12423
2735	15007	12418
2736	15016	12415
2737	15020	12408
2738	15024	12402
2739	15031	12398
2740	15039	12394
2741	15042	12387
2742	15046	12380
2743	15053	12376
2744	15059	12371
2745	15064	12364
2746	15072	12362
2747	15079	12357
2748	15086	12353
2749	15094	12349
2750	15098	12343
2751	15102	12336
2752	15107	12330
2753	15110	12323
2754	15114	12316
2755	15118	12310
2756	15122	12302
2757	15127	12297
2758	15132	12291
2759	15138	12285
2760	15146	12282
2761	15150	12276
2762	15155	12270
2763	15160	12264
2764	15164	12257
2765	15167	12250
2766	15172	12243
2767	15175	12236
2768	15184	12234
2769	15190	12229
2770	15195	12223
2771	15200	12217
2772	15203	12210
2773	15208	12204
2774	15216	12200
2775	15220	12194
2776	15225	12187
2777	15236	12186
2778	15240	12180
2779	15243	12173
2780	15248	12166
2781	15252	12160
2782	15256	12153
2783	15265	12150
2784	15270	12145
2785	15278	12141
2786	15286	12137
2787	15291	12132
2788	15296	12126
2789	15301	12120
2790	15303	12112
2791	15306	12104
2792	15310	12097
2793	15312	12090
2794	15314	12082
2795	15322	12077
2796	15329	12073
2797	15333	12067
2798	15339	12061
2799	15344	12056
2800	15349	12050
2801	15352	12042
2802	15354	12034
2803	15358	12028
2804	15360	12020
2805	15363	12012
2806	15366	12005
2807	15369	11998
2808	15378	11995
2809	15381	11987
2810	15384	11980
2811	15388	11974
2812	15393	11967
2813	15397	11961
2814	15401	11954
2815	15405	11947
2816	15408	11940
2817	15411	11933
2818	15415	11926
2819	15418	11919
2820	15423	11913
2821	15428	11907
2822	15432	11901
2823	15439	11897
2824	15444	11891
2825	15448	11883
2826	15450	11876
2827	15454	11869
2828	15457	11861
2829	15459	11854
2830	15463	11847
2831	15468	11841
2832	15475	11837
2833	15478	11830
2834	15482	11823
2835	15487	11817
2836	15492	11811
2837	15499	11807
2838	15502	11800
2839	15504	11792
2840	15507	11784
2841	15512	11778
2842	15516	11772
2843	15521	11766
2844	15524	11759
2845	15527	11752
2846	15532	11746
2847	15535	11739
2848	15540	11733
2849	15543	11725
2850	15546	11718
2851	15647	11784
2852	15674	11795
2853	15677	11788
2854	15680	11780
2855	15682	11773
2856	15685	11765
2857	15688	11758
2858	15691	11750
2859	15694	11743
2860	15696	11735
2861	15700	11728
2862	15703	11721
2863	15708	11715
2864	15721	11715
2865	15729	11712
2866	15743	11713
2867	15752	11709
2868	15756	11703
2869	15761	11697
2870	15766	11691
2871	15769	11684
2872	15773	11677
2873	15777	11670
2874	15781	11664
2875	15785	11658
2876	15788	11650
2877	15798	11648
2878	15803	11642
2879	15807	11635
2880	15812	11630
2881	15815	11622
2882	15818	11615
2883	15821	11607
2884	15823	11600
2885	15827	11593
2886	15831	11587
2887	15834	11579
2888	15840	11574
2889	15843	11567
2890	15848	11561
2891	15851	11554
2892	15854	11547
2893	15857	11539
2894	15861	11532
2895	15864	11525
2896	15867	11518
2897	15870	11511
2898	15873	11503
2899	15880	11499
2900	15883	11492
2901	15887	11486
2902	15891	11479
2903	15895	11472
2904	15899	11466
2905	15902	11458
2906	15907	11453
2907	15910	11446
2908	15914	11439
2909	15917	11431
2910	15923	11427
2911	15927	11420
2912	15930	11413
2913	15934	11406
2914	15941	11402
2915	15946	11396
2916	15948	11388
2917	15954	11383
2918	15957	11376
2919	15961	11369
2920	15963	11362
2921	15966	11354
2922	15970	11347
2923	15975	11342
2924	15982	11338
2925	15989	11333
2926	15995	11328
2927	15998	11321
2928	16005	11316
2929	16008	11309
2930	16011	11302
2931	16014	11295
2932	16018	11288
2933	16021	11281
2934	16024	11274
2935	16028	11267
2936	16032	11261
2937	16036	11254
2938	16041	11249
2939	16045	11242
2940	16053	11238
2941	16055	11231
2942	16058	11224
2943	16062	11217
2944	16067	11211
2945	16072	11205
2946	16074	11198
2947	16080	11193
2948	16085	11187
2949	16090	11181
2950	16093	11174
2951	16102	11171
2952	16105	11164
2953	16109	11157
2954	16111	11150
2955	16116	11144
2956	16121	11138
2957	16124	11131
2958	16132	11127
2959	16137	11121
2960	16139	11114
2961	16144	11108
2962	16149	11102
2963	16153	11096
2964	16163	11093
2965	16171	11089
2966	16177	11084
2967	16182	11079
2968	16187	11073
2969	16191	11067
2970	16198	11062
2971	16201	11055
2972	16205	11049
2973	16208	11042
2974	16212	11035
2975	16216	11028
2976	16227	11027
2977	16231	11021
2978	16236	11014
2979	16244	11011
2980	16254	11009
2981	16259	11003
2982	16263	10996
2983	16267	10990
2984	16272	10984
2985	16279	10980
2986	16285	10974
2987	16293	10971
2988	16297	10964
2989	16303	10959
2990	16307	10953
2991	16312	10947
2992	16317	10941
2993	16320	10934
2994	16323	10927
2995	16330	10923
2996	16335	10917
2997	16339	10910
2998	16346	10906
2999	16351	10900
3000	16354	10893
3001	16360	10888
3002	16375	10889
3003	16381	10884
3004	16391	10881
3005	16394	10875
3006	16397	10868
3007	16404	10863
3008	16409	10857
3009	16412	10850
3010	16416	10844
3011	16422	10839
3012	16429	10834
3013	16434	10828
3014	16439	10823
3015	16442	10816
3016	16446	10809
3017	16449	10802
3018	16452	10795
3019	16461	10792
3020	16467	10787
3021	16471	10781
3022	16475	10774
3023	16478	10767
3024	16482	10761
3025	16486	10755
3026	16491	10749
3027	16494	10741
3028	16497	10734
3029	16500	10728
3030	16506	10722
3031	16508	10715
3032	16514	10709
3033	16518	10703
3034	16523	10698
3035	16526	10691
3036	16533	10686
3037	16536	10679
3038	16539	10672
3039	16542	10665
3040	16545	10658
3041	16551	10653
3042	16554	10646
3043	16557	10639
3044	16562	10633
3045	16566	10627
3046	16571	10621
3047	16574	10614
3048	16582	10610
3049	16586	10604
3050	16591	10598
3051	16595	10592
3052	16600	10586
3053	16603	10579
3054	16608	10573
3055	16611	10567
3056	16616	10561
3057	16619	10554
3058	16624	10548
3059	16630	10543
3060	16633	10536
3061	16636	10529
3062	16736	10584
3063	16784	10605
3064	16786	10597
3065	16789	10590
3066	16792	10583
3067	16795	10576
3068	16797	10569
3069	16800	10562
3070	16803	10554
3071	16806	10547
3072	16808	10540
3073	16812	10533
3074	16826	10533
3075	16831	10527
3076	16835	10521
3077	16838	10514
3078	16841	10507
3079	16847	10502
3080	16855	10498
3081	16863	10494
3082	16876	10493
3083	16881	10488
3084	16887	10483
3085	16891	10476
3086	16895	10470
3087	16900	10464
3088	16905	10458
3089	16911	10453
3090	16914	10446
3091	16919	10440
3092	16926	10436
3093	16931	10430
3094	16936	10424
3095	16940	10418
3096	16946	10413
3097	16952	10407
3098	16958	10402
3099	16964	10397
3100	16969	10392
3101	16974	10385
3102	16977	10379
3103	16980	10372
3104	16984	10365
3105	16987	10358
3106	16990	10351
3107	16992	10344
3108	16995	10337
3109	16999	10330
3110	17003	10324
3111	17009	10319
3112	17014	10313
3113	17022	10309
3114	17026	10303
3115	17029	10296
3116	17032	10289
3117	17035	10282
3118	17038	10275
3119	17041	10268
3120	17044	10261
3121	17048	10255
3122	17050	10247
3123	17052	10240
3124	17056	10234
3125	17059	10226
3126	17063	10220
3127	17070	10216
3128	17074	10209
3129	17086	10208
3130	17089	10201
3131	17091	10194
3132	17096	10188
3133	17099	10180
3134	17102	10174
3135	17105	10167
3136	17108	10160
3137	17112	10154
3138	17117	10148
3139	17119	10140
3140	17122	10134
3141	17127	10128
3142	17131	10122
3143	17135	10115
3144	17140	10110
3145	17144	10103
3146	17147	10096
3147	17149	10089
3148	17153	10082
3149	17156	10076
3150	17161	10070
3151	17166	10064
3152	17168	10057
3153	17174	10051
3154	17177	10045
3155	17182	10039
3156	17185	10032
3157	17188	10025
3158	17192	10019
3159	17196	10013
3160	17201	10007
3161	17205	10001
3162	17213	9997
3163	17216	9990
3164	17220	9983
3165	17224	9977
3166	17228	9971
3167	17232	9965
3168	17236	9958
3169	17240	9952
3170	17248	9948
3171	17251	9941
3172	17256	9935
3173	17263	9931
3174	17267	9925
3175	17274	9921
3176	17279	9914
3177	17283	9908
3178	17288	9903
3179	17291	9896
3180	17296	9890
3181	17299	9883
3182	17305	9878
3183	17311	9873
3184	17318	9869
3185	17321	9862
3186	17329	9858
3187	17332	9851
3188	17338	9846
3189	17341	9839
3190	17345	9833
3191	17352	9828
3192	17356	9822
3193	17360	9816
3194	17367	9811
3195	17370	9805
3196	17377	9800
3197	17379	9793
3198	17383	9786
3199	17386	9779
3200	17389	9773
3201	17395	9767
3202	17400	9762
3203	17404	9756
3204	17408	9750
3205	17412	9743
3206	17419	9738
3207	17430	9736
3208	17434	9730
3209	17437	9723
3210	17441	9717
3211	17447	9712
3212	17451	9706
3213	17459	9701
3214	17464	9696
3215	17471	9691
3216	17476	9685
3217	17481	9680
3218	17488	9675
3219	17491	9669
3220	17500	9665
3221	17503	9658
3222	17506	9652
3223	17511	9646
3224	17515	9640
